date,segment,vehicles_sold,claims_count,claims_per_1000,avg_claim_gbp,warranty_cost_gbp,warranty_pct_revenue,dominant_failure_mode,accrual_gbp,accrual_adequacy_pct
2024-07-01,EV,2322,30,12.94,3527.4,105821.93,0.077,Powertrain,4659064.03,4402.74
2024-07-01,Luxury_SUV,11216,262,23.38,1405.35,368202.76,0.044,Powertrain,25236284.41,6853.91
2024-07-01,Performance,6729,122,18.18,1467.33,179014.54,0.06,Powertrain,8291245.89,4631.6
2024-07-01,Premium_SUV,18613,442,23.73,1069.44,472692.88,0.052,Suspension,28274179.84,5981.51
2024-08-01,EV,2096,25,11.88,3601.04,90026.03,0.073,Battery/EV,3700522.15,4110.5
2024-08-01,Luxury_SUV,10600,246,23.24,1424.23,350361.57,0.044,Electrical,23850019.68,6807.26
2024-08-01,Performance,5850,108,18.53,1386.49,149740.68,0.058,Electrical,7207384.33,4813.24
2024-08-01,Premium_SUV,14548,363,24.92,1090.8,395961.5,0.056,Suspension,22099069.3,5581.12
2024-09-01,EV,1956,26,13.32,3551.01,92326.39,0.08,Infotainment,3453921.29,3740.99
2024-09-01,Luxury_SUV,10818,262,24.19,1462.26,383111.88,0.047,Infotainment,24341588.98,6353.65
2024-09-01,Performance,5930,114,19.16,1372.04,156412.79,0.06,Powertrain,7305776.21,4670.83
2024-09-01,Premium_SUV,15224,388,25.5,1172.21,454816.76,0.061,Body,23126184.71,5084.73
2024-10-01,EV,1820,27,14.86,3616.51,97645.85,0.091,Powertrain,3213184.28,3290.65
2024-10-01,Luxury_SUV,9327,255,27.3,1418.46,361708.51,0.052,Body,20987248.12,5802.25
2024-10-01,Performance,5482,115,21.05,1379.74,158669.88,0.066,Infotainment,6754366.43,4256.87
2024-10-01,Premium_SUV,12479,337,27.03,1051.27,354277.65,0.058,Battery/EV,18956992.38,5350.89
2024-11-01,EV,1583,24,15.44,3393.04,81432.92,0.087,Battery/EV,2796081.29,3433.6
2024-11-01,Luxury_SUV,8111,246,30.3,1489.95,366527.72,0.06,Suspension,18249923.41,4979.14
2024-11-01,Performance,5348,120,22.48,1385.15,166217.45,0.071,Powertrain,6589235.12,3964.23
2024-11-01,Premium_SUV,13368,379,28.33,1102.23,417743.81,0.064,Electrical,20306464.91,4860.99
2024-12-01,EV,1635,23,13.95,3574.87,82221.9,0.085,Infotainment,2886454.07,3510.57
2024-12-01,Luxury_SUV,8022,242,30.14,1545.14,373924.31,0.062,Electrical,18050452.57,4827.3
2024-12-01,Performance,4948,117,23.56,1448.1,169427.33,0.078,Suspension,6096966.86,3598.57
2024-12-01,Premium_SUV,12609,381,30.2,1199.73,457096.26,0.074,Infotainment,19153417.23,4190.24
2025-01-01,EV,1678,23,13.81,3510.98,80752.63,0.082,Infotainment,2963150.91,3669.42
2025-01-01,Luxury_SUV,8358,249,29.75,1572.77,391619.15,0.062,Electrical,18805602.68,4802.01
2025-01-01,Performance,5452,132,24.28,1416.64,186996.2,0.078,Suspension,6717871.08,3592.52
2025-01-01,Premium_SUV,12449,391,31.41,1148.55,449083.93,0.074,Infotainment,18910600.87,4210.93
2025-02-01,EV,1858,28,15.32,3476.7,97347.57,0.089,Body,3280057.36,3369.43
2025-02-01,Luxury_SUV,9841,296,30.07,1606.18,475429.09,0.064,Powertrain,22144019.2,4657.69
2025-02-01,Performance,6018,148,24.66,1431.33,211836.97,0.08,Powertrain,7414694.67,3500.19
2025-02-01,Premium_SUV,13363,378,28.31,1144.07,432456.94,0.066,Electrical,20298913.62,4693.86
2025-03-01,EV,2099,27,12.89,3409.39,92053.6,0.074,Battery/EV,3706824.72,4026.81
2025-03-01,Luxury_SUV,10399,284,27.34,1617.37,459332.04,0.059,Infotainment,23399737.84,5094.3
2025-03-01,Performance,6150,131,21.35,1369.37,179386.87,0.066,Powertrain,7577938.76,4224.36
2025-03-01,Premium_SUV,13844,339,24.49,1122.79,380624.59,0.056,Powertrain,21030049.31,5525.14
2025-04-01,EV,1959,25,12.76,3343.29,83582.25,0.072,Body,3459217.59,4138.7
2025-04-01,Luxury_SUV,11621,305,26.23,1735.48,529321.7,0.061,Suspension,26148971.08,4940.09
2025-04-01,Performance,6712,137,20.42,1399.96,191794.84,0.065,Powertrain,8269283.55,4311.53
2025-04-01,Premium_SUV,16108,412,25.59,1099.23,452883.3,0.057,Powertrain,24469363.27,5403.02
2025-05-01,EV,2212,26,11.89,3468.1,90170.59,0.069,Electrical,3904856.67,4330.52
2025-05-01,Luxury_SUV,11320,280,24.72,1698.19,475492.82,0.056,Infotainment,25470879.43,5356.73
2025-05-01,Performance,6921,122,17.61,1400.16,170819.6,0.056,Infotainment,8526929.92,4991.77
2025-05-01,Premium_SUV,15919,420,26.38,1108.35,465505.69,0.06,Suspension,24181782.65,5194.73
2025-06-01,EV,2514,32,12.69,3507.05,112225.52,0.076,Electrical,4439177.46,3955.59
2025-06-01,Luxury_SUV,12026,289,23.99,1655.06,478313.57,0.053,Infotainment,27059662.28,5657.31
2025-06-01,Performance,7028,125,17.79,1358.88,169859.82,0.055,Powertrain,8659257.27,5097.88
2025-06-01,Premium_SUV,15322,371,24.2,1201.53,445768.3,0.059,Electrical,23274926.08,5221.31
2025-07-01,EV,2128,26,12.38,3593.52,93431.48,0.074,Electrical,3757916.31,4022.11
2025-07-01,Luxury_SUV,12216,274,22.47,1593.0,436482.23,0.048,Electrical,27487013.65,6297.4
2025-07-01,Performance,6566,119,18.11,1354.9,161232.54,0.056,Body,8090093.84,5017.66
2025-07-01,Premium_SUV,15016,327,21.8,1296.79,424049.21,0.058,Suspension,22810208.56,5379.14
2025-08-01,EV,2019,27,13.18,3570.86,96413.29,0.081,Battery/EV,3565723.21,3698.37
2025-08-01,Luxury_SUV,10910,228,20.88,1526.21,347974.88,0.043,Suspension,24547841.17,7054.49
2025-08-01,Performance,6735,134,19.82,1355.06,181578.48,0.061,Body,8298247.68,4570.06
2025-08-01,Premium_SUV,15903,362,22.79,1267.42,458805.79,0.059,Powertrain,24157420.12,5265.28
2025-09-01,EV,2028,29,14.23,3625.64,105143.51,0.088,Electrical,3580557.79,3405.4
2025-09-01,Luxury_SUV,10721,208,19.45,1459.75,303627.37,0.038,Electrical,24122398.48,7944.74
2025-09-01,Performance,6097,133,21.83,1350.86,179664.54,0.067,Body,7511605.86,4180.91
2025-09-01,Premium_SUV,16257,410,25.2,1354.1,555179.87,0.07,Infotainment,24694411.54,4448.0
2025-10-01,EV,1965,32,16.33,3539.73,113271.38,0.098,Electrical,3469606.37,3063.09
2025-10-01,Luxury_SUV,9177,180,19.66,1429.35,257283.22,0.037,Powertrain,20650352.98,8026.31
2025-10-01,Performance,6520,149,22.82,1462.49,217911.16,0.076,Electrical,8032721.73,3686.24
2025-10-01,Premium_SUV,13712,395,28.82,1332.4,526296.45,0.078,Powertrain,20829681.49,3957.78
2025-11-01,EV,1752,29,16.59,3840.4,111371.69,0.108,Infotainment,3093598.7,2777.72
2025-11-01,Luxury_SUV,8835,184,20.78,1457.18,268120.29,0.04,Electrical,19879919.41,7414.55
2025-11-01,Performance,5947,137,22.99,1447.55,198313.76,0.076,Suspension,7326877.71,3694.59
2025-11-01,Premium_SUV,12668,384,30.32,1399.93,537572.99,0.087,Powertrain,19243624.74,3579.72
2025-12-01,EV,1875,32,17.2,3551.64,113652.49,0.103,Electrical,3310899.91,2913.18
2025-12-01,Luxury_SUV,8632,189,21.85,1505.68,284572.68,0.044,Powertrain,19423138.1,6825.37
2025-12-01,Performance,5382,130,24.18,1427.87,185622.55,0.078,Powertrain,6631405.06,3572.52
2025-12-01,Premium_SUV,12748,385,30.18,1363.65,525006.36,0.084,Powertrain,19364224.57,3688.38
2026-01-01,EV,1867,30,15.93,3715.27,111458.19,0.101,Electrical,3296869.48,2957.94
2026-01-01,Luxury_SUV,8331,211,25.35,1527.17,322233.91,0.052,Powertrain,18745611.09,5817.39
2026-01-01,Performance,5085,120,23.67,1308.03,156963.04,0.07,Electrical,6265778.11,3991.88
2026-01-01,Premium_SUV,13983,404,28.91,1346.08,543815.39,0.079,Powertrain,21240869.97,3905.9
2026-02-01,EV,1989,33,16.82,3861.34,127424.21,0.109,Powertrain,3512245.78,2756.34
2026-02-01,Luxury_SUV,10010,267,26.63,1493.06,398646.84,0.053,Powertrain,22523326.91,5649.94
2026-02-01,Performance,5274,124,23.45,1280.25,158751.36,0.068,Powertrain,6498551.83,4093.54
2026-02-01,Premium_SUV,13850,397,28.69,1344.03,533578.77,0.079,Suspension,21038169.55,3942.84
2026-03-01,EV,2116,33,15.61,3668.62,121064.53,0.097,Battery/EV,3736269.61,3086.18
2026-03-01,Luxury_SUV,10136,248,24.51,1572.26,389919.43,0.051,Electrical,22806413.42,5849.01
2026-03-01,Performance,6709,161,23.95,1294.13,208354.14,0.071,Suspension,8266020.93,3967.29
2026-03-01,Premium_SUV,14343,395,27.52,1482.18,585462.08,0.083,Electrical,21787402.56,3721.4
2026-04-01,EV,2555,37,14.58,3944.66,145952.55,0.097,Electrical,4510301.19,3090.25
2026-04-01,Luxury_SUV,11292,272,24.07,1626.13,442307.27,0.052,Infotainment,25408999.87,5744.65
2026-04-01,Performance,6789,151,22.21,1281.74,193542.95,0.065,Infotainment,8365115.44,4322.1
2026-04-01,Premium_SUV,17130,432,25.2,1478.14,638555.55,0.076,Infotainment,26020483.14,4074.9
2026-05-01,EV,2283,32,14.06,3993.53,127793.11,0.095,Electrical,4030200.7,3153.69
2026-05-01,Luxury_SUV,12276,278,22.63,1612.5,448274.05,0.049,Electrical,27621488.55,6161.74
2026-05-01,Performance,7253,161,22.13,1389.68,223738.89,0.07,Body,8936720.97,3994.26
2026-05-01,Premium_SUV,17237,469,27.19,1397.94,655636.11,0.078,Electrical,26183612.94,3993.62
2026-06-01,EV,2033,26,12.58,4029.44,104765.47,0.087,Electrical,3588899.35,3425.65
2026-06-01,Luxury_SUV,12483,271,21.7,1570.54,425615.28,0.045,Electrical,28088384.1,6599.48
2026-06-01,Performance,6279,138,21.95,1388.82,191656.94,0.069,Powertrain,7736477.75,4036.63
2026-06-01,Premium_SUV,18891,536,28.36,1417.51,759783.35,0.082,Electrical,28695838.38,3776.84
2026-07-01,EV,2592,33,12.85,3926.64,129579.08,0.085,Infotainment,4575832.43,3531.3
2026-07-01,Luxury_SUV,12465,272,21.78,1614.43,439124.94,0.047,Suspension,28048164.09,6387.29
2026-07-01,Performance,7495,153,20.44,1471.45,225131.65,0.068,Suspension,9234202.59,4101.69
2026-07-01,Premium_SUV,16999,490,28.81,1367.33,669990.02,0.08,Infotainment,25821564.8,3854.02
2026-08-01,EV,2152,30,13.83,3810.28,114308.5,0.09,Suspension,3800038.12,3324.37
2026-08-01,Luxury_SUV,11270,257,22.79,1627.07,418157.57,0.049,Body,25358574.19,6064.36
2026-08-01,Performance,6919,150,21.64,1468.25,220237.12,0.072,Electrical,8524669.88,3870.68
2026-08-01,Premium_SUV,14620,397,27.18,1321.12,524486.1,0.073,Powertrain,22208852.08,4234.4
2026-09-01,EV,2090,30,14.46,3718.43,111552.97,0.09,Battery/EV,3690617.29,3308.4
2026-09-01,Luxury_SUV,10258,236,23.02,1532.5,361670.1,0.047,Infotainment,23082655.4,6382.24
2026-09-01,Performance,5761,131,22.82,1464.78,191886.77,0.076,Electrical,7098321.65,3699.22
2026-09-01,Premium_SUV,13470,387,28.72,1354.48,524181.98,0.079,Suspension,20461686.78,3903.55
2026-10-01,EV,2101,29,13.81,3728.96,108139.79,0.087,Infotainment,3709969.87,3430.72
2026-10-01,Luxury_SUV,9738,246,25.26,1546.07,380334.21,0.052,Electrical,21912271.71,5761.32
2026-10-01,Performance,5596,132,23.53,1455.29,192098.04,0.078,Suspension,6894296.93,3588.95
2026-10-01,Premium_SUV,15394,465,30.2,1337.72,622040.15,0.082,Body,23384430.93,3759.31
2026-11-01,EV,1612,23,14.45,3878.87,89214.03,0.094,Body,2846708.22,3190.87
2026-11-01,Luxury_SUV,8135,200,24.58,1578.81,315762.75,0.052,Suspension,18305524.73,5797.24
2026-11-01,Performance,5552,129,23.28,1453.48,187498.96,0.077,Electrical,6840098.71,3648.07
2026-11-01,Premium_SUV,14567,457,31.36,1337.16,611082.46,0.086,Body,22128718.6,3621.23
2026-12-01,EV,1623,25,15.61,3828.45,95711.3,0.1,Suspension,2866390.41,2994.83
2026-12-01,Luxury_SUV,8111,206,25.36,1530.49,315280.93,0.052,Powertrain,18249972.18,5788.48
2026-12-01,Performance,5352,122,22.84,1551.14,189239.17,0.08,Electrical,6594583.92,3484.79
2026-12-01,Premium_SUV,12557,419,33.37,1323.86,554696.66,0.09,Electrical,19075179.41,3438.85
